"Timestamp (America/Chicago)","RA3E-F52ABC Red [Temperature](1)Temperature(FÂ°)"
07/04/2024 23:53:30,54.72
07/04/2024 22:53:27,54.72
07/04/2024 21:53:23,54.72
07/04/2024 20:53:20,54.72
07/04/2024 19:53:16,54.82
07/04/2024 18:53:12,54.82
07/04/2024 17:53:09,54.95
07/04/2024 16:53:05,55.17
07/04/2024 15:53:02,55.72
07/04/2024 14:52:59,55.51
07/04/2024 13:52:55,54.82
07/04/2024 12:52:51,54.72
07/04/2024 11:52:48,54.82
07/04/2024 10:52:44,54.95
07/04/2024 09:52:41,54.82
07/04/2024 09:45:30,58.55
07/04/2024 09:44:13,62.37
07/04/2024 08:56:38,66.07
07/04/2024 08:47:32,62.47
07/04/2024 08:44:40,58.77
07/04/2024 07:57:29,54.95
07/04/2024 06:57:25,55.06
07/04/2024 05:57:21,55.06
07/04/2024 04:57:18,55.06
07/04/2024 03:57:14,55.06
07/04/2024 02:57:11,55.06
07/04/2024 01:57:07,54.95
07/04/2024 00:57:04,54.95
07/03/2024 23:57:00,55.06
07/03/2024 22:56:57,55.17
07/03/2024 21:56:53,55.17
07/03/2024 20:56:50,55.06
07/03/2024 19:56:46,55.17
07/03/2024 18:56:42,55.27
07/03/2024 17:56:39,55.27
07/03/2024 16:56:35,56.17
07/03/2024 15:50:34,62.37
07/03/2024 14:50:30,61.92
07/03/2024 13:50:26,61.81
07/03/2024 12:50:23,61.70
07/03/2024 11:50:19,61.81
07/03/2024 10:50:16,61.57
07/03/2024 09:50:12,61.70
07/03/2024 08:50:09,64.62
07/03/2024 08:13:34,60.91
07/03/2024 07:13:30,60.91
07/03/2024 06:13:27,60.91
07/03/2024 05:13:23,61.02
07/03/2024 04:13:19,60.67
07/03/2024 03:13:16,60.67
07/03/2024 02:13:12,60.80
07/03/2024 01:13:09,60.80
07/03/2024 00:13:05,60.80
07/02/2024 23:13:01,60.91
07/02/2024 22:12:58,60.91
07/02/2024 21:12:54,61.02
07/02/2024 20:12:51,61.25
07/02/2024 19:12:47,61.81
07/02/2024 18:12:44,62.60
07/02/2024 18:07:16,62.82
07/02/2024 18:03:51,62.92
07/02/2024 18:00:20,63.05
07/02/2024 17:59:20,63.05
07/02/2024 17:56:07,63.50
07/02/2024 17:54:25,63.82
07/02/2024 17:53:25,64.06
07/02/2024 17:52:25,64.27
07/02/2024 17:51:25,64.62
07/02/2024 17:50:25,64.96
07/02/2024 17:49:25,65.52
07/02/2024 17:48:25,65.97
07/02/2024 17:47:25,66.52
07/02/2024 17:46:25,66.97
07/02/2024 17:45:25,67.10
07/02/2024 17:44:25,67.10
07/02/2024 17:43:25,67.21
07/02/2024 17:42:26,67.32
07/02/2024 17:34:02,67.42
07/02/2024 17:32:51,67.21
07/02/2024 17:31:51,67.10
07/02/2024 17:30:51,66.87
07/02/2024 17:29:51,66.52
07/02/2024 17:28:51,66.20
07/02/2024 17:27:51,65.86
07/02/2024 17:26:51,65.41
07/02/2024 17:25:51,64.96
07/02/2024 17:24:51,64.40
07/02/2024 17:23:51,63.82
07/02/2024 17:22:51,63.27
07/02/2024 17:21:51,62.71
07/02/2024 17:12:40,62.60
07/02/2024 17:10:13,62.92
07/02/2024 17:08:53,63.05
07/02/2024 17:07:53,63.27
07/02/2024 17:06:53,63.50
07/02/2024 17:05:53,63.61
07/02/2024 17:04:53,63.95
07/02/2024 17:03:53,64.27
07/02/2024 17:02:53,64.62
07/02/2024 17:01:52,65.17
07/02/2024 17:00:52,65.75
07/02/2024 16:59:52,66.31
07/02/2024 16:58:52,66.76
07/02/2024 16:55:33,66.97
07/02/2024 16:54:33,67.10
07/02/2024 16:53:33,67.21
07/02/2024 16:46:38,67.42
07/02/2024 16:45:29,67.21
07/02/2024 16:44:29,66.97
07/02/2024 16:43:29,66.65
07/02/2024 16:42:29,66.42
07/02/2024 16:41:28,66.07
07/02/2024 16:40:28,65.75
07/02/2024 16:39:28,65.30
07/02/2024 16:38:28,64.85
07/02/2024 16:37:28,64.40
07/02/2024 16:36:28,63.95
07/02/2024 16:35:28,63.37
07/02/2024 16:34:28,62.82
07/02/2024 16:24:45,62.92
07/02/2024 16:22:30,63.16
07/02/2024 16:21:17,63.27
07/02/2024 16:20:17,63.50
07/02/2024 16:19:17,63.72
07/02/2024 16:18:17,63.82
07/02/2024 16:17:17,64.17
07/02/2024 16:16:17,64.51
07/02/2024 16:15:17,64.96
07/02/2024 16:14:17,65.30
07/02/2024 16:13:17,65.86
07/02/2024 16:12:17,66.42
07/02/2024 16:11:17,66.87
07/02/2024 16:04:46,67.32
07/02/2024 16:03:46,67.42
07/02/2024 16:02:47,67.42
07/02/2024 16:00:54,67.55
07/02/2024 15:58:42,67.42
07/02/2024 15:57:40,67.21
07/02/2024 15:56:40,66.97
07/02/2024 15:55:40,66.76
07/02/2024 15:54:39,66.42
07/02/2024 15:53:39,66.07
07/02/2024 15:52:39,65.62
07/02/2024 15:51:39,65.30
07/02/2024 15:50:39,64.85
07/02/2024 15:49:39,64.27
07/02/2024 15:48:39,63.72
07/02/2024 15:47:39,63.16
07/02/2024 15:46:39,62.60
07/02/2024 15:37:05,62.37
07/02/2024 15:34:24,62.47
07/02/2024 15:33:11,62.60
07/02/2024 15:32:11,62.60
07/02/2024 15:31:11,62.82
07/02/2024 15:30:11,62.92
07/02/2024 15:27:25,63.37
07/02/2024 15:25:51,63.61
07/02/2024 15:24:51,63.82
07/02/2024 15:23:51,64.06
07/02/2024 15:22:51,64.40
07/02/2024 15:21:51,64.85
07/02/2024 15:20:51,65.30
07/02/2024 15:19:51,65.75
07/02/2024 15:18:51,66.31
07/02/2024 15:17:50,66.76
07/02/2024 15:09:45,67.55
07/02/2024 15:08:45,67.55
07/02/2024 15:07:45,67.55
07/02/2024 15:06:45,67.55
07/02/2024 15:05:32,67.42
07/02/2024 15:04:22,67.21
07/02/2024 15:03:22,66.97
07/02/2024 15:02:21,66.76
07/02/2024 15:01:21,66.52
07/02/2024 15:00:21,66.20
07/02/2024 14:59:21,65.75
07/02/2024 14:58:21,65.30
07/02/2024 14:57:21,64.85
07/02/2024 14:56:21,64.40
07/02/2024 14:55:21,63.82
07/02/2024 14:54:21,63.27
07/02/2024 14:53:22,62.82
07/02/2024 14:44:38,62.60
07/02/2024 14:41:51,62.92
07/02/2024 14:40:29,63.05
07/02/2024 14:39:29,63.16
07/02/2024 14:38:29,63.37
07/02/2024 14:37:29,63.61
07/02/2024 14:36:29,63.82
07/02/2024 14:35:29,64.17
07/02/2024 14:34:29,64.62
07/02/2024 14:33:29,65.07
07/02/2024 14:32:29,65.52
07/02/2024 14:31:29,66.07
07/02/2024 14:30:29,66.65
07/02/2024 14:17:48,67.21
07/02/2024 14:16:48,66.97
07/02/2024 14:15:48,66.87
07/02/2024 14:14:48,66.52
07/02/2024 14:13:48,66.31
07/02/2024 14:12:48,66.07
07/02/2024 14:11:48,65.75
07/02/2024 14:10:47,65.30
07/02/2024 14:09:47,64.85
07/02/2024 14:08:47,64.27
07/02/2024 14:07:47,63.72
07/02/2024 14:06:47,63.16
07/02/2024 14:05:47,62.71
07/02/2024 13:56:35,62.47
07/02/2024 13:54:02,62.82
07/02/2024 13:52:43,62.92
07/02/2024 13:51:43,63.05
07/02/2024 13:50:43,63.27
07/02/2024 13:49:43,63.50
07/02/2024 13:48:43,63.72
07/02/2024 13:47:43,64.06
07/02/2024 13:46:43,64.40
07/02/2024 13:45:43,64.85
07/02/2024 13:44:43,65.41
07/02/2024 13:43:43,65.97
07/02/2024 13:42:44,66.42
07/02/2024 13:32:48,66.87
07/02/2024 13:30:28,66.76
07/02/2024 13:29:18,66.52
07/02/2024 13:28:18,66.31
07/02/2024 13:27:18,66.07
07/02/2024 13:26:18,65.86
07/02/2024 13:25:18,65.52
07/02/2024 13:24:18,65.17
07/02/2024 13:23:18,64.85
07/02/2024 13:22:17,64.40
07/02/2024 13:21:17,64.06
07/02/2024 13:20:17,63.61
07/02/2024 13:19:17,63.16
07/02/2024 13:18:17,62.60
07/02/2024 13:17:18,62.02
07/02/2024 13:07:27,61.25
07/02/2024 13:04:22,61.25
07/02/2024 13:03:17,61.25
07/02/2024 13:02:17,61.25
07/02/2024 13:01:17,61.25
07/02/2024 13:00:17,61.25
07/02/2024 12:59:17,61.36
07/02/2024 12:58:17,61.47
07/02/2024 12:57:17,61.57
07/02/2024 12:48:29,61.70
07/02/2024 12:47:29,61.57
07/02/2024 11:51:14,61.57
07/02/2024 10:51:11,61.02
07/02/2024 09:51:07,61.57
07/02/2024 08:51:04,63.50
07/02/2024 08:32:24,59.77
07/02/2024 07:32:20,59.90
07/02/2024 06:32:16,59.90
07/02/2024 05:32:13,59.90
07/02/2024 04:32:09,59.77
07/02/2024 03:32:05,59.77
07/02/2024 02:32:02,59.90
07/02/2024 01:31:58,59.90
07/02/2024 00:31:55,60.01
07/01/2024 23:31:51,60.35
07/01/2024 22:31:48,60.46
07/01/2024 21:31:44,60.46
07/01/2024 20:31:41,60.57
07/01/2024 19:31:37,60.57
07/01/2024 18:31:34,60.67
07/01/2024 17:31:30,61.36
07/01/2024 16:31:27,61.25
07/01/2024 15:31:23,61.12
07/01/2024 14:31:19,60.67
07/01/2024 13:31:16,60.35
07/01/2024 12:31:12,60.46
07/01/2024 11:31:09,60.22
07/01/2024 10:52:49,59.45
07/01/2024 09:52:45,60.91
07/01/2024 08:52:42,63.16
07/01/2024 07:56:11,59.45
07/01/2024 06:56:08,59.56
07/01/2024 05:56:04,59.56
07/01/2024 04:56:01,59.56
07/01/2024 03:55:57,59.22
07/01/2024 02:55:53,59.00
07/01/2024 01:55:50,59.11
07/01/2024 00:55:46,59.56
06/30/2024 23:55:43,59.67
06/30/2024 22:55:39,59.77
06/30/2024 21:55:35,59.45
06/30/2024 20:55:32,59.22
06/30/2024 19:55:28,59.00
06/30/2024 18:55:25,59.32
06/30/2024 17:55:22,59.32
06/30/2024 16:55:18,59.77
06/30/2024 15:55:14,59.77
06/30/2024 14:55:11,59.67
06/30/2024 13:55:07,59.77
06/30/2024 12:55:04,59.77
06/30/2024 11:55:01,59.90
06/30/2024 10:54:57,59.77
06/30/2024 09:54:53,61.12
06/30/2024 08:54:50,63.95
06/30/2024 07:58:06,60.22
06/30/2024 06:58:03,60.35
06/30/2024 05:57:59,60.22
06/30/2024 04:57:55,60.46
06/30/2024 03:57:52,60.57
06/30/2024 02:57:48,60.57
06/30/2024 01:57:45,60.46
06/30/2024 00:57:41,60.46
06/29/2024 23:57:38,60.57
06/29/2024 22:57:34,60.57
06/29/2024 21:57:31,60.57
06/29/2024 20:57:27,60.46
06/29/2024 19:57:23,60.57
06/29/2024 18:57:20,60.57
06/29/2024 17:57:16,60.57
06/29/2024 16:57:13,60.46
06/29/2024 15:57:09,60.57
06/29/2024 14:57:05,60.57
06/29/2024 13:57:02,60.57
06/29/2024 12:56:59,60.57
06/29/2024 11:56:55,60.67
06/29/2024 10:56:51,60.57
06/29/2024 09:56:48,61.57
06/29/2024 08:56:44,64.62
06/29/2024 07:59:31,60.91
06/29/2024 06:59:27,60.91
06/29/2024 05:59:24,60.91
06/29/2024 04:59:20,60.80
06/29/2024 03:59:17,60.80
06/29/2024 02:59:13,60.80
06/29/2024 01:59:10,60.80
06/29/2024 00:59:06,60.80
06/28/2024 23:59:02,60.91
06/28/2024 22:58:59,60.91
06/28/2024 21:58:55,60.91
06/28/2024 20:58:52,60.91
06/28/2024 19:58:48,60.91
06/28/2024 18:58:45,61.12
06/28/2024 17:58:41,61.36
06/28/2024 16:58:37,61.47
06/28/2024 15:58:34,62.15
06/28/2024 14:58:31,62.02
06/28/2024 13:58:27,61.92
06/28/2024 12:58:23,61.92
06/28/2024 11:58:20,61.81
06/28/2024 10:58:16,61.47
06/28/2024 09:58:13,62.60
06/28/2024 08:58:09,64.40
06/28/2024 08:01:14,60.67
06/28/2024 07:01:11,60.57
06/28/2024 06:01:08,60.57
06/28/2024 05:01:04,60.67
06/28/2024 04:01:01,60.57
06/28/2024 03:00:57,60.57
06/28/2024 02:00:54,60.57
06/28/2024 01:00:50,60.57
06/28/2024 00:00:46,60.57
